Two Sample SPM Results
alpha = 0.050
T2_critical = 33.853
p = 0.008
X0,Y0,X1,Y1,T2
1.006827,0.271363,0.911739,0.270079,45.630
0.984536,0.269558,0.890702,0.269231,39.698
0.962082,0.269484,0.870171,0.269168,37.992
0.939652,0.270065,0.849812,0.269430,36.276
0.917372,0.269890,0.829247,0.270961,35.717
0.894925,0.270411,0.808575,0.272927,35.583
0.872470,0.271105,0.787741,0.272757,35.691
0.850094,0.271360,0.766973,0.273104,36.501
0.827629,0.270550,0.746345,0.272236,36.472
0.805176,0.271744,0.725450,0.271148,37.057
0.782976,0.273511,0.704635,0.269412,42.283
0.760630,0.273431,0.684496,0.265990,51.953
0.738144,0.273359,0.663751,0.267552,64.415
0.715693,0.272726,0.643798,0.270995,69.141
0.693231,0.272587,0.623414,0.272918,45.392
0.670836,0.271660,0.603423,0.276222,38.533
0.648368,0.270588,0.583082,0.278847,31.704
0.625867,0.271495,0.563224,0.283420,28.076
0.603378,0.272154,0.542903,0.288467,25.464
0.580861,0.271744,0.522632,0.290879,24.015
0.558845,0.272846,0.505655,0.295948,24.926
0.536917,0.274681,0.489122,0.302360,26.713
0.519872,0.281884,0.474788,0.314202,31.740
0.501092,0.293077,0.463388,0.331225,28.393
0.481748,0.303047,0.456271,0.350248,26.139
0.462846,0.313756,0.450450,0.368625,23.357
0.446674,0.327370,0.440961,0.385150,21.782
0.433566,0.344760,0.427870,0.398747,20.595
0.419261,0.359891,0.410734,0.407896,20.777
0.401534,0.370345,0.391772,0.413637,24.696
0.383282,0.381666,0.372779,0.417125,25.764
0.364274,0.393319,0.353278,0.420923,24.505
0.345573,0.404120,0.332792,0.422119,16.434
0.328088,0.415910,0.311791,0.421333,8.444
0.310733,0.427875,0.291067,0.419538,3.176
0.291741,0.435385,0.270167,0.418067,3.845
0.270177,0.438284,0.249296,0.416420,4.364
0.248634,0.434917,0.228771,0.412741,4.386
0.228614,0.426139,0.208455,0.407929,3.963
0.208692,0.418156,0.188174,0.403306,3.925
0.188671,0.408573,0.168299,0.397337,3.592
0.170122,0.397168,0.149378,0.389081,3.400
0.153209,0.383157,0.131345,0.379548,3.376
0.136375,0.368697,0.112978,0.370409,3.933
0.123539,0.352280,0.094683,0.357586,8.357
0.111710,0.334905,0.081728,0.342415,11.388
0.094782,0.320472,0.070065,0.325621,9.049
0.077411,0.306482,0.059133,0.307344,3.854
