Two Sample SPM Results
alpha = 0.050
T2_critical = 61.649
p = 0.041
X0,Y0,X1,Y1,T2
0.015105,0.133295,0.025857,0.153447,6.681
0.022191,0.118793,0.028395,0.136704,5.925
0.033476,0.108235,0.035054,0.121719,4.543
0.049986,0.102781,0.046459,0.110134,2.016
0.064993,0.094468,0.062059,0.101326,1.527
0.080956,0.088823,0.077886,0.093186,0.722
0.097255,0.083726,0.093564,0.085539,0.227
0.113701,0.078920,0.109468,0.078029,0.115
0.129232,0.071998,0.125797,0.071899,0.067
0.145473,0.066764,0.142834,0.067737,0.072
0.161463,0.060807,0.159865,0.063312,0.146
0.177764,0.055749,0.176157,0.056850,0.035
0.193576,0.049963,0.192441,0.050459,0.012
0.210537,0.047364,0.209528,0.046500,0.036
0.227543,0.045019,0.226957,0.043915,0.054
0.244613,0.042735,0.244524,0.041961,0.026
0.261499,0.039578,0.261698,0.038809,0.026
0.278166,0.035597,0.277878,0.032816,0.506
0.295126,0.033071,0.294108,0.027655,2.256
0.312502,0.032629,0.310442,0.023620,5.870
0.329816,0.032626,0.326407,0.018969,7.644
0.347114,0.031615,0.342975,0.015066,5.194
0.363053,0.024998,0.359798,0.011035,2.379
0.376983,0.016744,0.374906,0.005172,1.098
0.387211,0.006588,0.388527,-0.001366,0.332
0.398039,-0.003984,0.398232,-0.011571,0.231
0.411786,-0.013979,0.406340,-0.023552,2.249
0.427124,-0.021137,0.421969,-0.027946,1.713
0.443516,-0.024307,0.440787,-0.029661,0.638
0.460722,-0.026075,0.457346,-0.029919,0.767
0.478006,-0.026064,0.472892,-0.025849,1.706
0.493566,-0.020829,0.488174,-0.019843,2.363
0.506082,-0.010719,0.500929,-0.013549,1.440
0.518042,-0.000092,0.513772,-0.008733,0.932
0.530821,0.010394,0.527328,-0.001424,1.602
0.544660,0.018934,0.546813,0.007989,2.648
0.560689,0.021491,0.562698,0.011998,3.496
0.578237,0.020170,0.579058,0.015671,1.323
0.595591,0.020172,0.595712,0.019178,0.073
0.612712,0.021741,0.613047,0.020600,0.099
0.629760,0.023638,0.630398,0.022271,0.182
0.646781,0.025651,0.647717,0.024303,0.169
0.663959,0.026847,0.665220,0.025365,0.200
0.681212,0.027478,0.682563,0.027960,0.031
0.698323,0.029129,0.699849,0.030873,0.278
0.714579,0.033707,0.717184,0.033183,0.106
0.730434,0.039579,0.734231,0.037313,0.454
0.747640,0.041674,0.751174,0.041476,0.145
0.764828,0.043314,0.768310,0.044332,0.156
0.781499,0.046848,0.785451,0.048119,0.216
0.797967,0.051413,0.802527,0.052529,0.256
0.813888,0.056451,0.819318,0.057374,0.335
0.830140,0.060417,0.835685,0.063542,0.586
0.846900,0.064656,0.852426,0.070205,1.221
0.862814,0.070874,0.867969,0.077952,1.371
0.876646,0.078348,0.878280,0.090084,1.930
0.887471,0.090058,0.883771,0.105507,2.163
0.893286,0.104967,0.885212,0.121932,2.400
0.894096,0.120956,0.884056,0.139148,3.005
0.891144,0.137499,0.880637,0.155976,3.545
0.886319,0.153981,0.874127,0.172027,3.657
0.878031,0.168914,0.865772,0.187399,3.773
0.868537,0.183257,0.857379,0.202575,3.790
0.859924,0.197956,0.849887,0.218206,3.600
0.851289,0.212646,0.842102,0.233923,3.565
0.841956,0.226936,0.833120,0.249007,3.773
0.834117,0.241635,0.822559,0.262661,3.773
0.824198,0.255418,0.811762,0.275996,3.391
0.814806,0.269619,0.801596,0.290151,3.035
0.809553,0.285615,0.792438,0.304960,3.905
0.807170,0.302551,0.782635,0.323376,6.249
0.802901,0.318522,0.772645,0.341771,7.592
0.798608,0.334762,0.765637,0.357931,7.924
0.795049,0.351581,0.759199,0.374160,10.866
0.788810,0.367015,0.754560,0.391101,13.519
0.781390,0.381505,0.749728,0.408101,14.707
0.775976,0.396890,0.744650,0.424836,16.148
0.769662,0.412425,0.740884,0.441725,19.396
0.764656,0.428858,0.737333,0.458828,21.270
0.761165,0.445760,0.733452,0.475994,20.276
0.760024,0.463025,0.729045,0.493019,23.308
0.759873,0.480291,0.724974,0.510061,28.073
0.756897,0.496749,0.722831,0.527410,21.951
0.751011,0.512650,0.722254,0.544990,14.800
0.743929,0.527949,0.722261,0.562587,14.091
0.742060,0.544638,0.721598,0.580022,13.271
0.740780,0.561529,0.718929,0.597307,14.541
0.738312,0.578575,0.718132,0.614767,12.178
0.734637,0.595459,0.720132,0.632188,7.487
0.730157,0.612065,0.721039,0.649569,5.552
0.727573,0.628986,0.720620,0.667165,5.410
0.726125,0.645480,0.721541,0.684510,5.441
0.725131,0.662149,0.723459,0.701400,5.299
0.724338,0.679443,0.724913,0.718098,5.301
0.722685,0.696413,0.724940,0.735074,5.812
0.721134,0.713344,0.723637,0.752538,6.556
0.713827,0.733395,0.719814,0.769659,6.657
0.709178,0.749239,0.712156,0.785392,6.842
0.702233,0.763990,0.701589,0.798881,6.167
0.694984,0.778873,0.689759,0.810249,4.514
0.687142,0.794054,0.678971,0.822615,3.373
0.680181,0.809574,0.669507,0.836806,2.892
0.676118,0.826029,0.658746,0.850347,2.538
0.667559,0.844653,0.643924,0.860435,3.365
0.659395,0.858647,0.629764,0.868955,9.302
0.652101,0.873120,0.624845,0.881253,25.984
0.645040,0.885543,0.627883,0.897227,15.822
0.630966,0.899563,0.633224,0.914381,0.564
0.620200,0.911196,0.637150,0.931411,4.584
0.607206,0.923261,0.639044,0.948746,21.278
0.595846,0.935748,0.639283,0.966501,51.635
0.588988,0.948806,0.636521,0.983838,66.861
0.586004,0.962009,0.628201,0.999061,52.980
0.582475,0.975262,0.614135,1.009235,31.135
0.576753,0.989305,0.597397,1.014431,13.277
0.567448,1.002326,0.580255,1.017139,3.334
0.557080,1.014783,0.561931,1.018487,0.348
0.546279,1.024748,0.546432,1.022422,0.025
0.532920,1.031439,0.537538,1.032657,0.993
0.516777,1.035656,0.529495,1.045190,2.618
0.499566,1.037617,0.515709,1.052036,2.843
0.482076,1.037803,0.497451,1.054065,2.643
0.464868,1.035538,0.480846,1.052330,2.803
0.449526,1.030497,0.469553,1.042261,4.731
0.436306,1.023722,0.458334,1.030152,7.735
0.423115,1.014754,0.443052,1.023416,3.747
0.409335,1.006671,0.426774,1.021530,3.152
0.402104,0.993606,0.410523,1.020207,2.374
0.396580,0.980337,0.394257,1.016031,3.311
0.392441,0.965993,0.379257,1.007618,4.065
0.385739,0.952570,0.368968,0.994301,3.170
0.374669,0.940884,0.365299,0.977449,1.784
0.365299,0.927478,0.364074,0.960031,2.656
0.356134,0.914300,0.362385,0.944315,4.653
0.345825,0.905881,0.361001,0.929865,4.602
0.334939,0.898026,0.358648,0.915223,4.817
0.327104,0.884358,0.356813,0.900383,4.887
