Two Sample SPM Results
alpha = 0.050
T2_critical = 25.067
p = 0.008
X0,Y0,X1,Y1,T2
0.305647,0.407110,0.303183,0.406903,1.019
0.305458,0.432305,0.303287,0.432199,0.766
0.305270,0.457501,0.303390,0.457496,0.557
0.305081,0.482696,0.303494,0.482793,0.388
0.304892,0.507891,0.303597,0.508089,0.253
0.304703,0.533086,0.303701,0.533386,0.151
0.304513,0.558281,0.303804,0.558683,0.077
0.304327,0.583478,0.303907,0.583980,0.029
0.304130,0.608668,0.304013,0.609276,0.005
0.303970,0.633882,0.304110,0.634574,0.001
0.303671,0.659010,0.304231,0.659867,0.028
0.303962,0.684427,0.304295,0.685171,0.009
0.311859,0.706435,0.304453,0.710466,5.093
0.325475,0.711284,0.304638,0.735698,76.797
0.331586,0.709284,0.303690,0.761399,226.583
0.348039,0.720862,0.315729,0.780290,1684.542
0.363317,0.730847,0.332639,0.776126,70.373
0.378926,0.741191,0.351347,0.766412,3.062
0.393343,0.751625,0.374670,0.763784,0.873
0.416438,0.759191,0.399071,0.762474,6.266
0.434447,0.756581,0.424436,0.762671,0.276
0.444592,0.770208,0.449833,0.762332,2.397
0.454669,0.785929,0.473485,0.767737,10.656
0.463745,0.800992,0.481194,0.786480,15.932
0.474065,0.815397,0.484381,0.809955,6.933
0.482194,0.831899,0.484563,0.835145,0.049
0.481473,0.857650,0.484627,0.860484,0.161
0.481172,0.882971,0.484749,0.885773,0.319
0.481103,0.908012,0.484826,0.911054,0.385
0.480874,0.933355,0.484999,0.936401,0.642
0.480634,0.958215,0.484945,0.961585,0.743
0.480358,0.984328,0.485305,0.987067,1.392
0.473440,1.002766,0.485367,1.012281,3.284
0.457155,1.010922,0.465664,1.020673,2.329
0.440715,1.020868,0.439591,1.020478,0.019
0.415856,1.021277,0.414487,1.020697,0.026
0.390479,1.020278,0.389421,1.020403,0.033
0.364559,1.021327,0.363085,1.021964,0.074
0.344559,1.015049,0.342849,1.013349,0.344
0.326960,1.002963,0.329403,0.997016,1.891
0.303797,0.996114,0.304516,0.999865,0.908
0.278358,0.996990,0.279114,1.001132,1.274
0.253141,0.996704,0.254016,1.001958,2.354
0.227997,0.996403,0.228664,1.002074,2.716
0.202762,0.996498,0.203399,1.002124,2.311
0.177710,0.994639,0.178300,0.999539,2.763
0.153030,0.990502,0.153906,0.993736,7.080
0.130151,0.980229,0.130083,0.985284,11.841
0.107230,0.969873,0.105923,0.978797,46.538
0.084350,0.960028,0.081213,0.962346,3.549
0.063589,0.945570,0.059231,0.949922,5.106
0.043101,0.931024,0.035503,0.936079,5.770
0.018961,0.912640,0.013926,0.922892,12.193
0.001857,0.895457,-0.005422,0.906748,15.652
-0.016723,0.878997,-0.023998,0.886239,2.354
-0.033123,0.860221,-0.036672,0.864571,0.564
-0.045989,0.838508,-0.048598,0.842604,0.589
